Date,FECHA,Diseño de la Mezcla,Zona,Volumen (m3),TURNO,Humedad arena (%),Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
2023-02-07,2/7/20232/7/20232/7/20232/7/20232/7/20232/7/20232/7/20232/7/2023,Concrete-35 Mpa  Concrete-21 Mpa DIS_BI322DIS_BI322DIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322,ZONA_BC1429ZONA_VM5842ZONA_II9496ZONA_II9496ZONA_II9496ZONA_BP8104ZONA_MW3299ZONA_II9496,46.0,DIADIADIADIANOCHENOCHENOCHENOCHE,0.56,55460.0,27467.0,18480.0,5515.0,177.3,110.1,12.0,0.0,0.0,60.0
2023-02-08,2/8/20232/8/20232/8/20232/8/20232/8/20232/8/20232/8/20232/8/20232/8/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-Development,ZONA_EI1519ZONA_BP8104ZONA_II9496ZONA_II9496ZONA_II9496ZONA_II9496ZONA_II9496ZONA_AO0559ZONA_AO0559,51.0,DIADIADIADIADIANOCHENOCHENOCHENOCHE,0.558,72132.0,14728.0,23420.0,6450.0,322.8,138.0,33.0,0.0,0.0,165.0
2023-02-09,2/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/20232/9/2023,DIS_BI322DIS_BI322Concrete-10 Mpa  Concrete-10 Mpa  DIS_BI322Concrete-35 Mpa  Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentConcrete-35 Mpa  Concrete-35 Mpa  Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentDIS_BI322,ZONA_II9496ZONA_II9496ZONA_EC3721ZONA_EC3721ZONA_II9496ZONA_BC1429ZONA_MW3299ZONA_MW3299ZONA_BC1429ZONA_BC1429ZONA_MW3299ZONA_MW3299ZONA_UR5654ZONA_II9496ZONA_UR5654ZONA_II9496,86.0,DIADIADIADIADIADIADIADIADIADIANOCHENOCHENOCHENOCHENOCHENOCHE,0.956,111704.0,40270.0,35780.0,11220.0,417.8,212.0,36.0,0.0,0.0,180.0
2023-02-10,2/10/20232/10/20232/10/20232/10/20232/10/20232/10/20232/10/20232/10/2023,Shotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-Development,ZONA_TM6118ZONA_II9496ZONA_II9496ZONA_TM6118ZONA_TM6118ZONA_TM6118ZONA_II9496ZONA_OY9486,48.0,DIADIADIADIADIANOCHENOCHENOCHE,0.491,67194.0,14728.0,21880.0,6130.0,297.0,129.0,30.0,0.0,0.0,30.0
2023-02-11,2/11/20232/11/20232/11/20232/11/20232/11/20232/11/20232/11/20232/11/20232/11/20232/11/20232/11/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Concrete-35 Mpa  Shotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322DIS_BI322Shotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-Development,ZONA_ZR4389ZONA_ZR4389ZONA_II9496ZONA_BC1429ZONA_BP8104ZONA_II9496ZONA_II9496ZONA_II9496ZONA_BP8104ZONA_II9496ZONA_BP8104,66.0,DIADIADIADIADIANOCHENOCHENOCHENOCHENOCHENOCHE,0.7030000000000001,85854.0,29159.0,28840.0,8220.0,338.8,170.8,30.0,0.0,0.0,150.0
2023-02-12,2/12/20232/12/20232/12/20232/12/20232/12/2023,DIS_BI322DIS_BI322Shotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322,ZONA_II9496ZONA_II9496ZONA_TM6118ZONA_II9496ZONA_II9496,30.0,DIADIADIANOCHENOCHE,0.358,35161.0,19638.0,11720.0,3260.0,103.6,70.0,6.0,0.0,0.0,0.0
2023-02-13,2/13/20232/13/20232/13/20232/13/20232/13/20232/13/20232/13/20232/13/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322DIS_BI322DIS_BI322Concrete-10 Mpa  ,ZONA_AO0559ZONA_AO0559ZONA_ZR4389ZONA_II9496ZONA_II9496ZONA_II9496ZONA_II9496ZONA_OE6748,40.5,DIADIADIADIADIADIANOCHENOCHE,0.5640000000000001,53324.0,18397.0,17270.0,4420.0,203.20000000000002,102.2,18.0,0.0,0.0,90.0
2023-02-14,2/14/20232/14/20232/14/20232/14/20232/14/20232/14/2023,DIS_BI322DIS_BI322DIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322,ZONA_II9496ZONA_II9496ZONA_II9496ZONA_VH7268ZONA_RA3359ZONA_II9496,36.0,DIADIANOCHENOCHENOCHENOCHE,0.374,44528.0,19638.0,14800.0,4370.0,155.2,88.0,12.0,0.0,0.0,60.0
2023-02-15,2/15/20232/15/20232/15/20232/15/20232/15/20232/15/20232/15/20232/15/2023,DIS_BI322DIS_BI322Shotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322,ZONA_II9496ZONA_II9496ZONA_MW3299ZONA_II9496ZONA_AO0559ZONA_AO0559ZONA_II9496ZONA_II9496,48.0,DIADIADIANOCHENOCHENOCHENOCHENOCHE,0.48460000000000003,60865.0,24548.0,19810.0,5800.0,168.2,75.0,15.0,35.6,0.0,90.0
2023-02-16,2/16/20232/16/20232/16/20232/16/20232/16/2023,DIS_BI322Shotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-Development,ZONA_II9496ZONA_KZ9739ZONA_II9496ZONA_RU0497ZONA_OC7496,22.5,DIADIADIANOCHENOCHE,0.3059,33549.0,4503.0,10325.0,2890.0,106.4,44.8,13.7,33.8,0.0,85.0
2023-02-17,2/17/20232/17/20232/17/20232/17/20232/17/20232/17/20232/17/20232/17/20232/17/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-Development,ZONA_MW3299ZONA_MW3299ZONA_II9496ZONA_EK2281ZONA_II9496ZONA_VH7268ZONA_VH7268ZONA_II9496ZONA_MW3299,51.0,DIADIADIANOCHENOCHENOCHENOCHENOCHENOCHE,0.477,73160.0,12269.0,23880.0,7130.0,342.1,140.5,36.0,0.0,0.0,180.0
2023-02-18,2/18/20232/18/20232/18/20232/18/20232/18/20232/18/20232/18/20232/18/20232/18/20232/18/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322,ZONA_MW3299ZONA_MW3299ZONA_II9496ZONA_PC5660ZONA_KZ9739ZONA_HD2945ZONA_KZ9739ZONA_RU0497ZONA_HG5530ZONA_HG5530,49.0,DIADIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.51,69279.0,13099.0,22700.0,6990.0,318.40000000000003,133.6,33.0,0.0,0.0,165.0
2023-02-19,2/19/20232/19/20232/19/20232/19/20232/19/20232/19/20232/19/20232/19/20232/19/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322,ZONA_RU0497ZONA_BB8373ZONA_II9496ZONA_MW5415ZONA_MW5415ZONA_MW5415ZONA_MW5415ZONA_II9496ZONA_II9496,42.5,DIADIADIADIADIANOCHENOCHENOCHENOCHE,0.492,59963.0,11869.0,19590.0,5950.0,272.2,115.4,28.0,0.0,0.0,140.0
2023-02-20,2/20/20232/20/20232/20/20232/20/20232/20/20232/20/20232/20/20232/20/20232/20/20232/20/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentConcrete-21 Mpa Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322Shotcrete-35MPa-Development,ZONA_RY2764ZONA_RY2764ZONA_KZ9739ZONA_DN5915ZONA_KZ9739ZONA_MW5415ZONA_MW3299ZONA_II9496ZONA_II9496ZONA_MW3299,50.0,DIADIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.526,72227.0,11407.0,23440.0,7210.0,339.4,137.8,36.0,0.0,0.0,183.0
2023-02-21,2/21/20232/21/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-Development,ZONA_ZR4389ZONA_ZR4389,12.0,DIADIA,0.136,19480.0,0.0,6160.0,1520.0,103.2,36.0,12.0,0.0,0.0,60.0
2023-02-22,2/22/20232/22/20232/22/20232/22/20232/22/20232/22/20232/22/2023,Shotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322Shotcrete-35MPa-DevelopmentDIS_BI322,ZONA_ZR4389ZONA_II9496ZONA_ZR4389ZONA_ZR4389ZONA_II9496ZONA_ZR4389ZONA_II9496,42.0,DIADIADIADIADIADIADIA,0.427,57540.0,14730.0,18800.0,5545.0,245.4,111.0,24.0,0.0,0.0,120.0
2023-02-23,2/23/20232/23/20232/23/20232/23/20232/23/20232/23/20232/23/20232/23/20232/23/20232/23/20232/23/20232/23/20232/23/2023,Concrete-35 Mpa  Shotcrete-35MPa-DevelopmentConcrete-35 Mpa  Concrete-35 Mpa  Concrete-35 Mpa  DIS_BI322Concrete-35 Mpa  Concrete-35 Mpa  Concrete-35 Mpa  Concrete-35 Mpa  Concrete-35 Mpa  Shotcrete-35MPa-DevelopmentDIS_BI322,ZONA_BC1429ZONA_TU5643ZONA_BC1429ZONA_BC1429ZONA_BC1429ZONA_II9496ZONA_BC1429ZONA_BC1429ZONA_BC1429ZONA_BC1429ZONA_BC1429ZONA_VW6887ZONA_II9496,85.0,DIADIADIADIADIADIADIADIADIADIADIADIADIA,0.845,92150.0,56620.0,37320.0,12845.0,290.4,223.2,12.0,0.0,0.0,60.0
2023-02-24,2/24/20232/24/20232/24/20232/24/20232/24/2023,DIS_BI322DIS_BI322Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentShotcrete-35MPa-Development,ZONA_II9496ZONA_II9496ZONA_ND8239ZONA_ND6681ZONA_ND6681,29.0,DIADIADIADIADIA,0.355,40360.0,9820.0,13045.0,3430.0,172.2,77.0,17.0,0.0,0.0,85.0
2023-02-25,2/25/20232/25/20232/25/20232/25/2023,Shotcrete-35MPa-DevelopmentShotcrete-35MPa-DevelopmentDIS_BI322DIS_BI322,ZONA_UR8531ZONA_VW6887ZONA_II9496ZONA_II9496,24.0,DIADIADIADIA,0.272,32160.0,10020.0,10480.0,2540.0,129.2,62.0,12.0,0.0,0.0,60.0
2023-02-26,2/26/20232/26/20232/26/20232/26/20232/26/2023,DIS_BI322DIS_WZ815DIS_BI322DIS_WZ815DIS_WZ815,ZONA_II9496ZONA_GX4009ZONA_II9496ZONA_OL0890ZONA_JE3344,29.0,DIADIADIADIADIA,0.3318,40743.5349,9182.833,13194.0,3059.6321,178.56,77.76,18.0,0.0,0.0,90.0
2023-02-27,2/27/20232/27/20232/27/20232/27/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_KZ9739ZONA_KZ9739ZONA_PC5660ZONA_EI1519,23.0,DIADIADIADIA,0.28400000000000003,37423.354999999996,0.0,11799.0,2366.645,197.8,69.0,23.0,0.0,0.0,115.0
2023-02-28,2/28/20232/28/20232/28/20232/28/20232/28/20232/28/2023,DIS_WZ815DIS_WZ815DIS_JN153DIS_JN153DIS_WZ815DIS_WZ815,ZONA_PC5660ZONA_ZR4389ZONA_BC1429ZONA_BC1429ZONA_ZR4389ZONA_ZR4389,32.0,DIADIADIADIANOCHENOCHE,0.545,48227.7528,6557.584000000001,15432.0,2554.6632,228.24,88.0,24.0,0.0,0.0,120.0
2023-03-01,3/1/20233/1/20233/1/20233/1/20233/1/20233/1/20233/1/2023,DIS_WZ815DIS_WZ815DIS_BI322DIS_BI322DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_ZR4389ZONA_ZR4389ZONA_II9496ZONA_II9496ZONA_ZR4389ZONA_ZR4389ZONA_ZR4389,42.0,DIADIADIADIADIANOCHENOCHE,0.5196,61685.2794,10017.636,19710.0,4029.0846,283.92,115.92,30.0,0.0,0.0,150.0
2023-03-02,3/2/20233/2/20233/2/20233/2/20233/2/20233/2/20233/2/20233/2/20233/2/20233/2/20233/2/2023,DIS_WZ815DIS_BI322DIS_WZ815DIS_WZ815DIS_BI322DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322DIS_BI322,ZONA_ZR4389ZONA_II9496ZONA_KZ9739ZONA_KZ9739ZONA_II9496ZONA_KZ9739ZONA_KZ9739ZONA_KZ9739ZONA_OL0890ZONA_II9496ZONA_II9496,57.0,DIADIADIADIADIANOCHENOCHENOCHENOCHENOCHENOCHE,0.6719999999999999,80023.4169,17530.863,26028.0,6431.7201000000005,354.96000000000004,153.36,36.0,0.0,0.0,180.0
2023-03-03,3/3/20233/3/20233/3/20233/3/20233/3/20233/3/20233/3/20233/3/20233/3/20233/3/2023,DIS_WZ815DIS_MU573DIS_MU573DIS_WZ815DIS_MU573DIS_MU573DIS_MU573DIS_WZ815DIS_BI322DIS_BI322,ZONA_JE3344ZONA_BD1084ZONA_BD1084ZONA_OL0890ZONA_BD1084ZONA_BD1084ZONA_BD1084ZONA_OL0890ZONA_II9496ZONA_II9496,64.5,DIADIADIADIADIADIADIADIANOCHENOCHE,0.649,76825.06515,40487.9455,25668.0,6687.98935,242.36,152.76,16.0,0.0,0.0,80.0
2023-03-04,3/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/20233/4/2023,DIS_BI322DIS_MU573DIS_BI322DIS_MU573DIS_WZ815DIS_MU573DIS_MU573DIS_BI322DIS_MU573DIS_MU573DIS_WZ815DIS_UE958DIS_UE958DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_II9496ZONA_BD1084ZONA_II9496ZONA_BD1084ZONA_HU6898ZONA_BD1084ZONA_BD1084ZONA_OM9634ZONA_BD1084ZONA_BD1084ZONA_DM7898ZONA_BC1429ZONA_BC1429ZONA_DM7898MINA-KISA 1270 ACCESO DE VENTILACIONZONA_MW3299ZONA_OD9220,107.5,DIADIADIADIADIADIADIADIADIADIADIADIADIANOCHENOCHENOCHENOCHE,1.286,131510.03590000002,62921.388,44319.5,10241.5761,439.86,263.46000000000004,31.5,0.0,0.0,157.5
2023-03-05,3/5/20233/5/20233/5/20233/5/20233/5/20233/5/20233/5/20233/5/20233/5/20233/5/20233/5/2023,DIS_MU573DIS_MU573DIS_WZ815DIS_MU573DIS_BI322DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322DIS_WZ815DIS_BI322,ZONA_BD1084ZONA_BD1084ZONA_HU6898ZONA_BD1084ZONA_II9496ZONA_OE5176ZONA_FF0285ZONA_MW3299ZONA_KI9289ZONA_ER1992ZONA_KI9289,65.5,DIADIADIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.814,83724.91545,33809.5215,27405.0,6148.56305,302.48,162.48000000000002,25.0,0.0,0.0,125.0
2023-03-06,3/6/20233/6/20233/6/20233/6/20233/6/20233/6/20233/6/20233/6/20233/6/20233/6/20233/6/2023,DIS_WZ815DIS_BI322DIS_YV593DIS_YV593DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_AF7878ZONA_IM8910ZONA_BC1429ZONA_BC1429ZONA_MW3299ZONA_BC1429ZONA_ZR4389ZONA_VX0316ZONA_BB8373ZONA_JU9492ZONA_ER1992,60.0,DIADIADIADIADIADIADIADIADIANOCHENOCHE,0.7468,87684.525,14724.354,27546.0,6635.121,397.2,162.0,42.0,0.0,0.0,210.0
2023-03-07,3/7/20233/7/20233/7/20233/7/20233/7/20233/7/20233/7/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322DIS_WZ815DIS_BI322,ZONA_JH1422ZONA_XP1422ZONA_XP1422ZONA_ZR4389ZONA_CF5926ZONA_SW0329ZONA_CF5926,40.0,DIADIADIANOCHENOCHENOCHENOCHE,0.41200000000000003,57576.0628,10017.636,18684.0,4678.3012,266.72,109.92,28.0,0.0,0.0,140.0
2023-03-08,3/8/20233/8/20233/8/20233/8/20233/8/2023,DIS_BI322DIS_UE958DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_CF5926ZONA_BC1429ZONA_AO0559ZONA_VX0316ZONA_ZR4389,27.0,DIADIADIANOCHENOCHE,0.27899999999999997,38011.5798,7356.135,12714.0,3418.8851999999997,175.68,74.88,18.0,0.0,0.0,90.0
2023-03-09,3/9/20233/9/20233/9/20233/9/20233/9/2023,DIS_WZ815DIS_JN153DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_VX0316ZONA_OF3711ZONA_WJ8474ZONA_PE4582ZONA_PE4582,23.5,DIADIADIANOCHENOCHE,0.249,36302.939699999995,1639.396,11809.5,3207.6643000000004,190.36,68.5,21.5,0.0,0.0,80.0
2023-03-10,3/10/20233/10/20233/10/20233/10/20233/10/20233/10/20233/10/20233/10/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_JN153DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_CI7109ZONA_CI7109ZONA_ZR4389ZONA_OF3711ZONA_XQ8106ZONA_VX0316ZONA_VX0316ZONA_ZR4389,44.5,DIADIADIADIADIADIANOCHENOCHE,0.606,71220.159,2049.245,22521.0,4334.3460000000005,368.02500000000003,131.0,42.0,0.0,0.0,180.0
2023-03-11,3/11/20233/11/20233/11/20233/11/2023,DIS_WZ815DIS_JN153DIS_WZ815DIS_WZ815,ZONA_II9496ZONA_OF3711ZONA_II9496ZONA_II9496,17.5,DIADIADIANOCHE,0.302,27110.174,2049.245,8670.0,1734.3310000000001,135.82500000000002,50.0,0.0,0.0,0.0,0.0
2023-03-12,3/12/20233/12/2023,DIS_WZ815DIS_JN153,ZONA_WJ8474ZONA_OF3711,8.5,DIADIA,0.138,12338.259,2049.245,4053.0,936.2460000000001,58.425000000000004,23.0,6.0,0.0,0.0,30.0
2023-03-13,3/13/20233/13/20233/13/20233/13/20233/13/20233/13/20233/13/20233/13/2023,DIS_WZ815DIS_WZ815DIS_JN153DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_WJ8474ZONA_II9496ZONA_OF3711ZONA_II9496ZONA_ZR4389ZONA_II9496ZONA_ED2504ZONA_TH4799,37.5,DIADIADIADIANOCHENOCHENOCHENOCHE,0.518,59192.46399999999,2049.245,18930.0,4252.041,307.825,110.0,28.0,0.0,0.0,140.0
2023-03-14,3/14/20233/14/20233/14/20233/14/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_II9496ZONA_II9496ZONA_MX0323ZONA_TQ7543,22.5,DIADIADIADIA,0.3,36740.8125,0.0,11542.5,2184.1875,193.5,67.5,12.0,0.0,0.0,60.0
2023-03-15,3/15/20233/15/20233/15/20233/15/20233/15/20233/15/20233/15/20233/15/2023,DIS_WZ815DIS_BI322DIS_WZ815DIS_UE958DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_ZR4389ZONA_II9496ZONA_XP1422ZONA_BC1429ZONA_XP1422ZONA_XP1422ZONA_ZR4389ZONA_ZR4389,47.0,DIADIADIADIADIANOCHENOCHENOCHE,0.514,68818.18119999999,9703.452000000001,22755.0,5405.5668000000005,329.8,133.8,35.0,0.0,0.0,175.0
2023-03-16,3/16/20233/16/20233/16/20233/16/20233/16/20233/16/20233/16/2023,DIS_WZ815DIS_WZ815DIS_UE958DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_MQ0726ZONA_MQ0726ZONA_BC1429ZONA_TQ7543ZONA_IZ8650ZONA_II9496ZONA_ZR4389,38.0,DIADIADIADIANOCHENOCHENOCHE,0.497,58637.509000000005,3912.195,19129.0,4091.2960000000003,297.0,112.2,30.0,0.0,0.0,150.0
2023-03-17,3/17/20233/17/20233/17/2023,DIS_WZ815DIS_BI322DIS_BI322,ZONA_ZR4389ZONA_PN2729ZONA_PN2729,18.0,NOCHENOCHENOCHE,0.177,22190.1768,10017.636,7398.0,2004.1871999999998,77.52000000000001,43.92,6.0,0.0,0.0,30.0
2023-03-18,3/18/20233/18/20233/18/20233/18/20233/18/20233/18/20233/18/20233/18/2023,DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_BI322DIS_BI322DIS_WZ815DIS_WZ815,ZONA_XP1422ZONA_BC1429ZONA_IN2443ZONA_TQ7543ZONA_PN2729ZONA_PN2729ZONA_TQ7543ZONA_IN2443,36.0,DIADIADIADIANOCHENOCHENOCHENOCHE,0.392,49373.771049999996,12041.706,16149.5,4709.0229500000005,215.62,95.22,21.5,0.0,0.0,107.5
2023-03-19,3/19/20233/19/20233/19/20233/19/20233/19/20233/19/20233/19/20233/19/20233/19/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_BI322DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_ZR4389ZONA_OJ9741ZONA_OJ9741ZONA_QI6446ZONA_II9496ZONA_II9496ZONA_ZR4389ZONA_XP1422ZONA_XP1422,54.5,DIADIADIADIADIADIANOCHENOCHENOCHE,0.429,80080.88085,10271.400000000001,25786.0,7477.21915,386.64,151.44,36.0,0.0,0.0,180.0
2023-03-20,3/20/20233/20/20233/20/20233/20/20233/20/20233/20/20233/20/20233/20/20233/20/2023,DIS_WZ815DIS_BI322DIS_JN153DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322DIS_BI322DIS_BI322,ZONA_TQ7543ZONA_II9496ZONA_PJ9028ZONA_II9496ZONA_II9496ZONA_ZR4389ZONA_PN2729ZONA_PN2729ZONA_II9496,43.0,DIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.424,57751.1432,15815.942000000001,19242.0,5661.4148000000005,249.15,112.56,24.0,0.0,0.0,120.0
2023-03-21,3/21/20233/21/20233/21/20233/21/20233/21/20233/21/20233/21/20233/21/2023,DIS_WZ815DIS_BI322DIS_YV593DIS_YV593DIS_YV593DIS_WZ815DIS_BI322DIS_WZ815,ZONA_MX0323ZONA_II9496ZONA_BC1429ZONA_BC1429ZONA_BC1429ZONA_II9496ZONA_NR2947ZONA_TX7627,43.5,DIADIADIADIADIADIANOCHENOCHE,0.3185,55447.7418,20872.089,17754.0,6337.6692,205.92000000000002,105.12,12.0,0.0,0.0,60.0
2023-03-22,3/22/20233/22/20233/22/20233/22/2023,DIS_BI322DIS_WZ815DIS_BI322DIS_WZ815,ZONA_II9496ZONA_XP1422ZONA_II9496ZONA_FQ4184,22.0,DIADIADIANOCHE,0.1734,28193.48,10017.636,9450.0,2920.884,111.92,55.92,10.0,0.0,0.0,50.0
2023-03-23,3/23/20233/23/20233/23/20233/23/20233/23/20233/23/2023,DIS_BI843DIS_NX026DIS_WZ815DIS_BI322DIS_BI322DIS_WZ815,ZONA_LT4529ZONA_KP3870ZONA_ZR4389ZONA_II9496ZONA_II9496ZONA_ZR4389,26.5,DIADIADIADIANOCHENOCHE,0.2924,37653.2125,8028.227000000001,11880.0,3367.9509,105.44,49.44,16.8,47.25,3.24,80.0
2023-03-24,3/24/20233/24/20233/24/20233/24/20233/24/20233/24/20233/24/20233/24/20233/24/20233/24/2023,DIS_BI322DIS_WZ815DIS_BI322DIS_BI322DIS_WZ815DIS_BI322DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322,ZONA_II9496ZONA_ZR4389ZONA_II9496ZONA_II9496ZONA_NR7203ZONA_II9496ZONA_MU4294ZONA_HV1550ZONA_HV1550ZONA_II9496,57.0,DIADIADIADIADIADIANOCHENOCHENOCHENOCHE,0.5978,76603.0575,22539.681,25110.0,6379.2615000000005,316.32,148.32,30.0,0.0,0.0,150.0
2023-03-25,3/25/20233/25/20233/25/20233/25/20233/25/20233/25/2023,DIS_BI322DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322,ZONA_PN2729ZONA_BY6461ZONA_GQ5039ZONA_MB3044ZONA_FB6557ZONA_II9496,36.5,DIADIADIANOCHENOCHENOCHE,0.43590000000000007,49267.7424,15280.218,15634.0,3677.5396,193.2,92.4,18.0,0.0,0.0,90.0
2023-03-26,3/26/20233/26/20233/26/20233/26/20233/26/20233/26/20233/26/20233/26/20233/26/20233/26/2023,DIS_WZ815DIS_YV593DIS_BI322DIS_BI322DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322DIS_WZ815DIS_BI322,ZONA_WX5122ZONA_BY6461ZONA_II9496ZONA_II9496ZONA_HK1481ZONA_HK1481ZONA_HK1481ZONA_LI4673ZONA_ZR4389ZONA_BP8104,52.5,DIADIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.6900000000000001,72544.23735,18745.305,23430.0,5374.95765,306.24,138.24,30.0,0.0,0.0,150.0
2023-03-27,3/27/20233/27/20233/27/20233/27/20233/27/20233/27/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815,ZONA_HV1550ZONA_UR4088ZONA_UR4088ZONA_HV1550ZONA_HN0466ZONA_FY2934,31.5,DIADIADIADIADIANOCHE,0.382,50146.41345,1214.442,15870.0,3597.64455,260.88,92.88,30.0,0.0,0.0,150.0
2023-03-28,3/28/20233/28/20233/28/20233/28/20233/28/20233/28/20233/28/20233/28/20233/28/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_LM5451ZONA_BI6855ZONA_LM5451ZONA_BI6855ZONA_ZR4389ZONA_ZR4389ZONA_II9496ZONA_ZR4389ZONA_II9496,47.0,DIADIADIADIADIADIADIANOCHENOCHE,0.53,75587.145,0.0,24111.0,5722.8550000000005,404.2,141.0,36.0,0.0,0.0,180.0
2023-03-29,3/29/20233/29/20233/29/20233/29/20233/29/20233/29/20233/29/2023,DIS_BI322DIS_BI322DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322,ZONA_II9496ZONA_II9496ZONA_XP1422ZONA_XP1422ZONA_TP3130ZONA_DX9196ZONA_II9496,42.0,DIADIADIADIANOCHENOCHENOCHE,0.5156000000000001,58188.0834,15026.454000000002,18792.0,4053.4626,245.28,110.88,24.0,0.0,0.0,120.0
